,index,Enzyme:,Reaction:,Reference:,Reference ID:,T(K),pH ,K<sub>c</sub>' ,δ<sub>r</sub>H'<sup>o</sup>(kJ.mol<sup>-1</sup>),Km',δ<sub>r</sub>H(kJ.mol<sup>-1</sup>),K<sub>c</sub> ,"m(KCl,mol.kg<sup>-3</sup>)",added solute ,δ<sub>r</sub>H<sup>o</sup>(kJ.mol<sup>-1</sup>),cosolvent ,δ<sub>r</sub>H?(kJ.mol<sup>-1</sup>),Km' ,media ,Method:,salt ,c(Mg)tot(mol dm<sup>-3</sup>),"c(Tris,mol dm<sup>-3</sup>)",p(MPa),"c(NaCl,mol dm<sup>-3</sup>)",I<sub>c</sub> ,"c(MgCl2,mol dm<sup>-3</sup>)",buffer and/or salt ,Buffer:,K ,"c(CaCl2,mol dm<sup>-3</sup>)",buffer(mol dm<sup>-3</sup>),solvent ,"c(MgSO4,mol dm<sup>-3</sup>)",I<sub>c</sub>(kJ.mol<sup>-1</sup>),δ<sub>r</sub>H(cal)/(n<sup>-1</sup>,kJ.mol<sup>-1</sup>),"c(Mg2+,mol dm<sup>-3</sup>)","c(salt,mol dm<sup>-3</sup>)",pMg ,"δ<sub>r</sub>H(cal)/,kJ.mol<sup>-1</sup>)",EC Value:,"δ<sub>r</sub>Hcal,kJ.mol<sup>-1</sup>)",K' ,"c(phosphate,mol dm<sup>-3</sup>)",percent(dimethyl sulfoxide) ,"c(total substrate,mol dm<sup>-3</sup>)",δ<sub>r</sub>H(cal) ,"m(MgCl2,mol.kg<sup>-1</sup>)",buffer ,"c(glycerol,mol dm<sup>-3</sup>)",K<sub>c</sub>'(mol dm<sup>-3</sup>),"c(MnCl2,mol dm<sup>-3</sup>)",I<sub>c</sub>(mol dm<sup>-3</sup>),I<sub>m</sub>(mol.kg<sup>-1</sup>),c(MgCl2) ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),"c(KCl,mol dm<sup>-3</sup>)",K'(kJ.mol<sup>-1</sup>),protein ,c(nucleotide)tot(mol dm<sup>-3</sup>)
0,3378, penicillin amidase, phenylacetyl-L-phenylglycine(aq) + H2O(l) = phenylacetic acid(aq) + L-phenylglycine(aq),Rekharsky M.V.; Egorov A.M.; Gal'chenko G.L.; Thermochim. Acta; 112 151 (1987).,87REK/EGO_1018,298.15,6.86, , ,, , , , , , , , , , calorimetry, , , , , , , , , phosphate (0.05 mol dm-3), , , , , , , , , , , , ," 3.5.1.11                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,-8.58, , , , 
0,3379, orotate phosphoribosyltransferase, orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho-Î±-D-ribose 1-diphosphate(aq),Tavares A.; Lee C.S.; O'Sullivan W.J.; Biochim. Biophys. Acta; 913 279 (1987).,87TAV/LEE_483,301.15,8.0, , ,, , , , , , , , , , NMR, , , , , , , , , Hepes (0.025 mol dm-3) + KOH, , , , , , , , , , , , ," 2.4.2.10                                                    (ENZYME |                                                 KEGG)                                                ", ,1.4, , , , , , , , , , , , , , , , , 
0,3380, orotate phosphoribosyltransferase, orotidine 5'-phosphate(aq) + thiopyrophosphate(aq) = orotate(aq) + phosphoribosyl-1-O-(2-thiodiphosphate)(aq),Tavares A.; Lee C.S.; O'Sullivan W.J.; Biochim. Biophys. Acta; 913 279 (1987).,87TAV/LEE_484,301.15,8.0, , ,, , , , , , , , , , NMR, , , , , , , , , Hepes (0.025 mol dm-3) + KOH, , , , , , , , , , , , ," 2.4.2.10                                                    (ENZYME |                                                 KEGG)                                                ", ,0.026, , , , , , , , , , , , , , , , , 
0,3381, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),Tewari Y.B.; Gajewski E.; Goldberg R.N.; J. Phys. Chem.; 91 904 (1987).,87TEW/GAJ_1220,285.65,7.68, , ,, , , , , , , ,1.54, , HPLC, , , , , , , , , Tris (0.1 mol dm-3) + HCl, , , , , , , , , , , , ," 4.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,3382, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,292.15,7.62, , ,, , , , , , , ,2.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,3383, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,298.05,7.69, , ,, , , , , , , ,2.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3384, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,304.45,7.62, , ,, , , , , , , ,3.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3385, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,309.95,6.98, , ,, , , , , , , ,3.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,3386, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,309.95,7.25, , ,, , , , , , , ,3.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,3387, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,309.95,7.28, , ,, , , , , , , ,3.58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3388, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,309.95,7.39, , ,, , , , , , , ,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3389, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,309.95,7.71, , ,, , , , , , , ,3.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,3390, phenylalanine ammonia-lyase, L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq), , ,316.45,7.23, , ,, , , , , , , ,4.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,3391, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq),Woledge R.C.; Reilly P.J.; Biophys. J.; 54 97 (1987).,87WOL/REI_801,273.15,8.0, , ,, , , , , , , , , , calorimetry, , , , , , , , , Tris (0.025 mol dm-3) or carnosine (0.010 mol dm-3), , , , , , , , , , , , ," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , ,carnosine, , , , , , ,43, , , , 
1,3392, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,298.15,8.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,carnosine, , , , , , ,42, , , , 
2,3393, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,310.15,8.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Tris, , , , , , ,44, , , , 
0,3394, chalcone isomerase," 2',4,4'-trihydroxychalcone(aq) = (2S)-4',7-dihydroxyflavanone(aq)",Bednar R.A.; Hadcock J.R.; J. Biol. Chem.; 263 9582 (1988).,88BED/HAD_1430,298.15,7.6, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , Tris (0.050 mol dm-3) + HCl, , , , , , , , , , , , ," 5.5.1.6                                                    (ENZYME |                                                 KEGG)                                                ", ,7.6, , , , , , , , , , , , , , , , , 
0,3395, 1-phosphatidylinositol kinase, ATP(aq) + 1-phosphatidyl-1D-myo-inositol(aq) = ADP(aq) + 1-phosphatidyl-1D-myo-inositol 4-phosphate(aq),Belunis C.J.; Bae-Lee M.; Kelley M.J.; Carman G.M.; J. Biol. Chem.; 263 18897 (1988).,88BEL/BAE_569,303.15,8.0, , ,, , , , , , , , , , chromatography and radioactivity, , , , , , , , , Tris maleate (0.050 mol dm-3), , , , , , , , , , , , ," 2.7.1.67                                                    (ENZYME |                                                 KEGG)                                                ", ,0.003, , , , , , , , , , , , , , , , , 
0,3396, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq),Lim W.A.; Raines R.T.; Knowles J.R.; Biochemistry; 27 1158 (1988).,88LIM/RAI_1287,303.15,7.6, , ,, , , , , ,2-propanol (14 mass percent), , , , enzymatic assay and spectrophotometry; NMR, , , , , , , , , triethanolamine (0.1 mol dm-3), , , , , , , , , , , , ," 5.3.1.1                                                    (ENZYME |                                                 KEGG)                                                ", ,21, , , , , , , , , , , , , , , , , 
1,3397, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (10 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, , , , , , , , , , , , , , , , , 
2,3398, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (18 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, , , , , , , , , , , , , , , , , 
3,3399, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (27 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , , , , , , , , 
4,3400, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (34 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , , , , , , , , , , , , , , , , 
5,3401, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (36 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , 
6,3402, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,glycerol (9 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , , 
7,3403, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,none, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, , , , , , , , , , , , , , , , , 
8,3404, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq), , ,303.15,7.6, , ,, , , , , ,poly(ethylene glycol) (18 mass percent), , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, , , , , , , , , , , , , , , , , 
0,3405, aryl-alcohol dehydrogenase, benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),MacKintosh R.W.; Fewson C.A.; Biochem. J.; 250 743 (1988).,88MAC/FEW_201,300.15,9.5, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , bicine + NaOH (0.1 mol dm-3), , , , , , , , , , , , ," 1.1.1.90                                                    (ENZYME |                                                 KEGG)                                                ", ,0.097, , , , , , , , , , , , , , , , , 
0,3406, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 29 245 (1988).,88TEW/GOL_1011,292.15,6.67, , ,, , ,0.0, , , , ,0.33, , HPLC, , , , , , , , , phosphate (0.1 mol dm-3), , , , , , , , , , , , ," 3.5.1.11                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,3407, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,292.15,6.68, , ,, , ,0.0, , , , ,0.275, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,3408, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,298.15,6.59, , ,, , ,0.0, , , , ,0.382, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3409, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,298.15,6.71, , ,, , ,0.0, , , , ,0.445, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3410, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.15,6.54, , ,, , ,0.0, , , , ,0.469, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,3411, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.15,6.68, , ,, , ,0.0, , , , ,0.579, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,3412, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.02, , ,, , ,0.0, , , , ,0.194, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3413, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.07, , ,, , ,0.0, , , , ,0.247, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3414, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.1, , ,, , ,0.0, , , , ,0.221, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,3415, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.3, , ,, , ,0.0, , , , ,0.416, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3416, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.39, , ,, , ,0.0, , , , ,0.524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,3417, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.43, , ,, , ,0.2, , , , ,0.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,3418, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.46, , ,, , ,0.0, , , , ,0.536, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3419, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.54, , ,, , ,0.2, , , , ,0.694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,3420, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.59, , ,, , ,0.0, , , , ,0.565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,3421, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.61, , ,, , ,0.0, , , , ,0.756, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3422, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.68, , ,, , ,0.0, , , , ,0.644, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,3423, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.74, , ,, , ,0.0, , , , ,1.051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,3424, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.85, , ,, , ,0.0, , , , ,1.13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,3425, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,7.05, , ,, , ,0.0, , , , ,1.71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,3426, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,7.32, , ,, , ,0.0, , , , ,4.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,3427, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,7.55, , ,, , ,0.0, , , , ,7.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,3428, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,316.15,6.59, , ,, , ,0.0, , , , ,0.725, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,3429, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,316.15,6.65, , ,, , ,0.0, , , , ,0.879, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,3430, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,322.15,6.53, , ,, , ,0.0, , , , ,0.776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,3431, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,322.15,6.75, , ,, , ,0.0, , , , ,1.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,3432, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 29 245 (1988).,88TEW/GOL_1012,298.15,6.0, , ,, , , , , , , , , , calorimetry, , , , , , , , , phosphate (0.1 mol dm-3), , , , , , , , , , , , ," 3.5.1.11                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,19.73, , , , 
1,3433, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,298.15,6.54, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.95, , , , 
2,3434, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,298.15,7.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.8, , , , 
3,3435, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.4,6.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.63, , , , 
4,3436, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.4,6.54, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.91, , , , 
5,3437, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.4,7.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.44, , , , 
6,3438, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,304.4,7.44, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.26, , , , 
7,3439, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.6, , , , 
8,3440, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,6.54, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.61, , , , 
9,3441, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq), , ,310.15,7.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.48, , , , 
0,3463, alkaline phosphatase, D-fructose 6-phosphate(aq) + H2O(l) = D-fructose(aq) + orthophosphate(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Gitomer W.L.; J. Biol. Chem.; 263 3670 (1988).,88TEW/STE2_766,298.15,8.4,262, ,, , , , , , , , , , enzymatic assay and chromatography, , , , , , , , , Tris (0.1 mol dm-3) + HCl, , , , , , , , , , , , ," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , ,0.29, , , , , , , 
0,3464, alkaline phosphatase, D-fructose 6-phosphate(aq) + H2O(l) = D-fructose(aq) + orthophosphate(aq),Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Gitomer W.L.; J. Biol. Chem.; 263 3670 (1988).,88TEW/STE2_767,298.15,8.85, , ,, , , , , , , , , , calorimetry, , ,0.1, , , ,0.00054, , Tris, , , , , , , , , , , , ," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,-7.43, , , , 
1,3465, alkaline phosphatase, D-fructose 6-phosphate(aq) + H2O(l) = D-fructose(aq) + orthophosphate(aq), , ,304.8,8.85, , ,, , , , , , , , , , , , ,0.1, , , ,0.00054, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-7.58, , , , 
