,standard_id,Enzyme:,KEGG Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
4547,2662.0,"pyruvate, water dikinase",kegg:C00002 + kegg:C00022 + kegg:C00001 = kegg:C00020 + kegg:C00074 + kegg:C00009,ATP(aq) + pyruvate(aq) + H2O(l) = AMP(aq) + phosphoenolpyruvate(aq) + orthophosphate(aq),,99SAK/UTS,323.15,6.5,52.0,,enzymatic assay,,,2.7.9.2,,,,,
4548,2714.0,"glucan 1,4--glucosidase",kegg:C00252 + kegg:C00001 = 2 kegg:C00031,-isomaltose(aq) + H2O(l) = 2 D-glucose(aq),,97PES/PRI,318.15,4.5,65.0,,GC + MS,,,3.2.1.3,,,,,
4549,2725.0,#NAME,kegg:C19636 + kegg:C00001 = kegg:C00031 + kegg:C00095,D-turanose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),,91TEW/GOL,298.15,5.65,,,calorimetry,,,3.2.1.20,,,,,
4550,2732.0,enoyl-CoA hydratase,kegg:C01144 = kegg:C00877 + kegg:C00001,(3S)-hydroxybutanoyl-coenzyme A(aq) = trans-but-2-enoyl-coenzyme A + H2O(l),,00WU/FEN,298.15,7.4,0.13,,NMR,,,4.2.1.17,,,,,
4551,2748.0,anandamide amidohydrolase,kegg:C11695 + kegg:C00001 = kegg:C00189 + kegg:C00219,anandamide(aq) + H2O(l) = ethanolamine(aq) + arachidonic acid(aq),,99KAT/UED,310.15,9.0,0.004,,radioactivity,,,3.5.1. & 3.5.1.a,,,,,
4552,2749.0,anandamide amidohydrolase,kegg:C11695 + kegg:C00001 = kegg:C00189 + kegg:C00219,anandamide(aq) + H2O(l) = ethanolamine(aq) + arachidonic acid(aq),,99KAT/UED,310.15,7.4,0.008,,radioactivity,,,3.5.1. & 3.5.1.a,,,,,
4553,2750.0,anandamide amidohydrolase,kegg:C11695 + kegg:C00001 = kegg:C00189 + kegg:C00219,anandamide(aq) + H2O(l) = ethanolamine(aq) + arachidonic acid(aq),,99KAT/UED,310.15,6.0,0.03,,radioactivity,,,3.5.1. & 3.5.1.a,,,,,
4554,2756.0,anandamide amidohydrolase,kegg:C16512 + kegg:C00001 = kegg:C00189 + kegg:C00249,palmitoylethanolamide(aq) + H2O(l) = ethanolamine(aq) + palmitic acid(aq),,99KAT/UED,310.15,9.0,0.0004,,radioactivity,,,3.5.1. & 3.5.1.a,,,,,
4555,2804.0,arabinose-5-phosphate isomerase,kegg:C01112 = kegg:C00199,D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),,03MER/WOO,310.15,7.5,0.5,,NMR,,,5.3.1.13,,,,,
4556,2846.0,"glucan 1,4--glucosidase",kegg:C00208 + kegg:C00001 = 2 kegg:C00031,maltose(aq) + H2O(l) = 2 D-glucose(aq),,84ADA/UED,313.0,5.0,200.0,,HPLC and enzymatic assay,,,3.2.1.3,,,,,
4557,2847.0,pyrophosphate-fructose-6-phosphate 1-phosphotransferase,kegg:C00013 + kegg:C00085 = kegg:C00009 + kegg:C00354,"pyrophosphate(aq) + D-fructose 6-phosphate(aq) = orthophosphate(aq) + D-fructose 1,6-bisphosphate(aq)",,84BER/COO,298.15,8.0,0.006,,spectrophotometry and NMR,,,2.7.1.90,,,,,
4558,2850.0,nitrilase,kegg:C16074 + 2 kegg:C00001 = kegg:C07086 + kegg:C00014,benzyl cyanide(aq) + 2 H2O(aq) = phenylacetic acid(aq) + ammonia(aq),,05TEW/GOL,298.15,7.51,,,calorimetry,,,3.5.5.1,,,0.29,0.29,
4559,2882.0,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),,00LIA/HUA,298.15,9.0,0.335,,calorimetry,,,2.7.3.2,,,,,
4560,2902.0,UDP-N-acetylglucosamine acyltransferase,kegg:C04688 + kegg:C00043 = kegg:C03688 + kegg:C04738,(R)-3-hydroxytetradecanoyl-[acyl-carrier-protein](aq) + UDP-N-acetyl-D-glucosamine(aq) = acyl-carrier-protein(aq) + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetyl-D-glucosamine(aq),,93AND/BUL,296.15,7.4,0.007,,radioactivity,,,2.3.1.129,,,,,
4561,2903.0,UDP-N-acetylglucosamine acyltransferase,kegg:C04688 + kegg:C00043 = kegg:C03688 + kegg:C04738,(R)-3-hydroxytetradecanoyl-[acyl-carrier-protein](aq) + UDP-N-acetyl-D-glucosamine(aq) = acyl-carrier-protein(aq) + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetyl-D-glucosamine(aq),,93AND/BUL,296.15,8.5,0.004,,radioactivity,,,2.3.1.129,,,,,
4562,2904.0,UDP-N-acetylglucosamine acyltransferase,kegg:C04688 + kegg:C00043 = kegg:C03688 + kegg:C04738,(R)-3-hydroxytetradecanoyl-[acyl-carrier-protein](aq) + UDP-N-acetyl-D-glucosamine(aq) = acyl-carrier-protein(aq) + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetyl-D-glucosamine(aq),,93AND/BUL,296.15,9.0,0.002,,radioactivity,,,2.3.1.129,,,,,
4563,2905.0,UDP-N-acetylglucosamine acyltransferase,kegg:C04688 + kegg:C00043 = kegg:C03688 + kegg:C04738,(R)-3-hydroxytetradecanoyl-[acyl-carrier-protein](aq) + UDP-N-acetyl-D-glucosamine(aq) = acyl-carrier-protein(aq) + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetyl-D-glucosamine(aq),,93AND/BUL,296.15,8.0,0.0095,,radioactivity,,,2.3.1.129,,,,,
4564,3077.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,15700.0,,radioactivity,,,3.6.1.1,,,,,
4565,3078.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,2500.0,,radioactivity,,4.0 = -log[Mg+2],3.6.1.1,,,,,
4566,3079.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,2630.0,,radioactivity,,4.0 = -log[Mg+2],3.6.1.1,,,,,
4567,3080.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,1180.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4568,3081.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,493.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4569,3082.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,115.0,,radioactivity,,1.7 = -log[Mg+2],3.6.1.1,,,,,
4570,3083.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,101.0,,radioactivity,,1.4 = -log[Mg+2],3.6.1.1,,,,,
4571,3084.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,7000.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4572,3085.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,556.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4573,3086.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,862.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4574,3087.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,1350.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4575,3088.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,1350.0,,radioactivity,,2.0 = -log[Mg+2],3.6.1.1,,,,,
4576,3089.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,387.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4577,3090.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,136.0,,radioactivity,,1.7 = -log[Mg+2],3.6.1.1,,,,,
4578,3091.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,277.9,7.4,6310.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4579,3092.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,283.1,7.4,5830.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4580,3093.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,303.0,7.4,3120.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4581,3094.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,312.7,7.4,2460.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4582,3095.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,3530.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4583,3096.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,469.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4584,3097.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,3770.0,,radioactivity,,3.3 = -log[Mg+2],3.6.1.1,,,,,
4585,3098.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,3770.0,,radioactivity,,3.3 = -log[Mg+2],3.6.1.1,,,,,
4586,3099.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,111.0,,radioactivity,,1.7 = -log[Mg+2],3.6.1.1,,,,,
4587,3100.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,17000.0,,radioactivity,,,3.6.1.1,,,,,
4588,3101.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,215.0,,radioactivity,,2.0 = -log[Mg+2],3.6.1.1,,,,,
4589,3102.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,1850.0,,radioactivity,,2.3 = -log[Mg+2],3.6.1.1,,,,,
4590,3103.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,298.15,7.4,12000.0,,radioactivity,,,3.6.1.1,,,,,
4591,3104.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,74FLO/FLE,292.9,7.4,3930.0,,radioactivity,,3.0 = -log[Mg+2],3.6.1.1,,,,,
4592,3111.0,myosin-light-chain kinase,kegg:C00002 + kegg:C01003 = kegg:C00008 + kegg:C03875,ATP(aq) + myosin light chain(aq) = ADP(aq) + myosin light chain phosphate(aq),,85GEU/MAY,303.15,7.2,59.0,,radioactivity,,,2.7.1.117,,,,,
4593,3121.0,"glucan 1,4--glucosidase",kegg:C00252 + kegg:C00001 = 2 kegg:C00031,isomaltose(aq) + H2O(l) = 2 D-glucose(aq),,84ADA/UED,313.0,5.0,18.0,,HPLC and enzymatic assay,,,3.2.1.3,,,,,
4594,3214.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4595,3215.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4596,3216.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4597,3217.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4598,3218.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4599,3219.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4600,3220.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4601,3221.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4602,3222.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4603,3223.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4604,3224.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4605,3225.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4606,3226.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4607,3227.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4608,3228.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4609,3229.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4610,3230.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4611,3231.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4612,3232.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4613,3233.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4614,3234.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4615,3235.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4616,3236.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4617,3237.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4618,3238.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4619,3239.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4620,3240.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4621,3241.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4622,3242.0,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,03BIA,298.15,7.6,,,calorimetry,,,2.7.1.2,,,,,
4623,3248.0,UDPglucose 4-epimerase,kegg:C00043 = kegg:C00203,UDP-N-acetyl-D-glucosamine(aq) = UDP-N-acetyl-D-galactosamine(aq),,83PIL/HAN,310.15,,0.38,,radioactivity,,,5.1.3.2,,,,,
4624,3311.0,aspartate carbamoyl-transferase,kegg:C00169 + kegg:C00049 = kegg:C00009 + kegg:C00438,carbamoyl phosphate(aq) + L-aspartate(aq) = orthophosphate(aq) + N-carbamoyl-L-aspartate(aq),,87HSU/WED,303.15,7.0,5900.0,,radioactivity,,,2.1.3.2,,,,,
4625,3357.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,9.31,,spectrophotometry,,,4.2.1.3,,,0.1,0.1,
4626,3358.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,310.15,7.5,10.8,,spectrophotometry,,,4.2.1.3,,,0.1,0.1,
4627,3359.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,36.1,,spectrophotometry,,2.7 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4628,3360.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,46.1,,spectrophotometry,,2.52 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4629,3361.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,64.8,,spectrophotometry,,2.15 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4630,3362.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,48.3,,spectrophotometry,,2.7 = -log[Mg+2],4.2.1.3,,,0.044,0.044,
4631,3363.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,77.7,,spectrophotometry,,2.1 = -log[Mg+2],4.2.1.3,,,0.044,0.044,
4632,3364.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,37.9,,spectrophotometry,,2.7 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4633,3365.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,67.3,,spectrophotometry,,2.1 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4634,3366.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,21.5,,spectrophotometry,,3.0 = -log[Mg+2],4.2.1.3,,,0.15,0.15,
4635,3367.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,31.2,,spectrophotometry,,2.7 = -log[Mg+2],4.2.1.3,,,0.15,0.15,
4636,3368.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,12.7,,spectrophotometry,,,4.2.1.3,,,0.15,0.15,
4637,3369.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,59.7,,spectrophotometry,,2.1 = -log[Mg+2],4.2.1.3,,,0.15,0.15,
4638,3370.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,21.3,,spectrophotometry,,3.0 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4639,3371.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,46.8,,spectrophotometry,,2.4 = -log[Mg+2],4.2.1.3,,,0.15,0.15,
4640,3372.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,11.4,,spectrophotometry,,,4.2.1.3,,,0.044,0.044,
4641,3373.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,66.8,,spectrophotometry,,2.4 = -log[Mg+2],4.2.1.3,,,0.044,0.044,
4642,3374.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,52.5,,spectrophotometry,,2.4 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4643,3375.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,12.2,,spectrophotometry,,,4.2.1.3,,,0.1,0.1,
4644,3376.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,23.3,,spectrophotometry,,3.0 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4645,3377.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,16.4,,spectrophotometry,,3.3 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4646,3378.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,16.4,,spectrophotometry,,3.3 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4647,3379.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,11.6,,spectrophotometry,,,4.2.1.3,,,0.07,0.07,
4648,3380.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,54.5,,spectrophotometry,,2.4 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
4649,3381.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,69.0,,spectrophotometry,,2.0 = -log[Mg+2],4.2.1.3,,,0.1,0.1,
4650,3382.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,27.6,,spectrophotometry,,3.0 = -log[Mg+2],4.2.1.3,,,0.044,0.044,
4651,3383.0,aconitate hydratase,kegg:C00311 = kegg:C00158,isocitrate(aq) = citrate(aq),,69BLA,298.15,7.5,63.8,,spectrophotometry,,2.22 = -log[Mg+2],4.2.1.3,,,0.07,0.07,
