,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
3612,3612,,,purine-nucleoside phosphorylase and pyrimidine-nucleoside phosphorylase,,,inosine(aq) + thymine(aq) = 5-methyluridine(aq) + hypoxanthine(aq),Hori N.; Uehara K.; Mikami Y.; Agric. Biol. Chem.; 55 1071 (1991).,91HOR/UEH_467,313.15,7,0.21,,HPLC,potassium phosphate (0.005 mol dm-3),,2.4.2.1,,,,,
3613,3613,,,pyrimidine-nucleoside phosphorylase,,,5-methyluridine(aq) + orthophosphate(aq) = thymine(aq) + Î±-D-ribose 1-phosphate(aq),Hori N.; Uehara K.; Mikami Y.; Agric. Biol. Chem.; 55 1071 (1991).,91HOR/UEH_469,313.15,7,0.062,,HPLC,potassium phosphate (0.005 mol dm-3),,2.4.2.2,,,,,
3614,3614,,1444,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.3,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),2.08 = -log[Mg+2],2.7.4.3,,, ,,
3615,3615,,1449,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.32,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),2.17 = -log[Mg+2],2.7.4.3,,, ,,
3616,3616,,1443,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.34,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),2.28 = -log[Mg+2],2.7.4.3,,, ,,
3617,3617,,1448,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.46,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),2.49 = -log[Mg+2],2.7.4.3,,, ,,
3618,3618,,1447,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.67,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),2.68 = -log[Mg+2],2.7.4.3,,, ,,
3619,3619,,1439,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.92,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),3.0 = -log[Mg+2] or 4.37 (-log[Mg+2]),2.7.4.3,,, ,,
3620,3620,,1441,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,1.06,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),3.04 = -log[Mg+2],2.7.4.3,,, ,,
3621,3621,,1446,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,1.14,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),3.2 = -log[Mg+2],2.7.4.3,,, ,,
3622,3622,,1440,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,1.28,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),3.84 = -log[Mg+2],2.7.4.3,,, ,,
3623,3623,,1442,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.92,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),4.37 = -log[Mg+2] or 3.0 (-log[Mg+2]),2.7.4.3,,, ,,
3624,3624,,1445,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.52,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),4.88 = -log[Mg+2],2.7.4.3,,, ,,
3625,3625,,1451,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.49,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),5.37 = -log[Mg+2],2.7.4.3,,, ,,
3626,3626,,1438,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.37,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),5.53 = -log[Mg+2],2.7.4.3,,, ,,
3627,3627,,1450,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Kleczkowski L.A.; Randall D.D.; J. Exp. Bot.; 42 537 (1991).,91KLE/RAN_654,298.15,8,0.34,,enzymatic assay and spectrophotometry,Tricine (0.10 mol dm-3),5.83 = -log[Mg+2],2.7.4.3,,, ,,
3628,3628,,,phosphoglucomutase,,,6-thioglucose 6-phosphate(aq) = 6-thioglucose 1-phosphate(aq),Knight W.B.; Sem D.S.; Smith K.; Miziorko H.M.; Rendina A.R.; Cleland W.W.; Biochemistry; 30 4970 (1991).,91KNI/SEM_1406,295.15,8.4,46,,NMR,Taps (0.072 mol dm-3),,5.4.2.2,,,,,
3629,3629,,1933,N-acetylneuraminate lyase,kegg:C00270 = kegg:C00645 + kegg:C00022,,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",91KRA/GYG_1120,283.15,7.5,0.012,,HPLC,none,,4.1.3.3,,, ,,
3630,3630,,1934,N-acetylneuraminate lyase,kegg:C00270 = kegg:C00645 + kegg:C00022,,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",91KRA/GYG_1120,298.15,7.5,0.0348,,HPLC,none,,4.1.3.3,,, ,,
3631,3631,,2345,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",Liu F.; Fromm H.J.; J. Biol. Chem.; 266 11774 (1991).,91LIU/FRO_832,288.15,7.5,47,,NMR,Tris (0.05 mol dm-3) + HCl,,3.1.3.11,,, ,,
3632,3632,,179,cytochrome-c oxidase,4 kegg:C00126 + kegg:C00007 = 4 kegg:C00125 + 2 kegg:C00001,,4 reduced cytochrome c(aq) + O2(aq) = 4 cytochrome c(aq) + 2 H2O(l),Morin P.E.; Freire E.; Biochemistry; 30 8494 (1991).,91MOR/FRE_329,299.4,7.4,,,calorimetry,phosphate MOPS Tricine and Tris,,1.9.3.1,,, ,,-69
3633,3633,,3720,L-iditol dehydrogenase,kegg:C01697 + kegg:C00003 = kegg:C00795 + kegg:C00004,,galactitol(aq) + NAD(aq) = D-tagatose(aq) + NADH(aq),Schneider K.H.; Giffhorn F.; Enzyme Microb. Technol.; 13 332 (1991).,91SCH/GIF_59,298.15,7,0.013,,spectrophotometry,potassium phosphate (0.1 mol dm-3),,1.1.1.14,,, ,,
3634,3634,,81,L-iditol dehydrogenase,kegg:C00794 + kegg:C00003 = kegg:C00095 + kegg:C00004,,D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq),Schneider K.H.; Giffhorn F.; Enzyme Microb. Technol.; 13 332 (1991).,91SCH/GIF_69,298.15,7,0.032,,spectrophotometry,potassium phosphate (0.1 mol dm-3),,1.1.1.14,,, ,,
3635,3635,,,glucose-6-phosphate isomerase,,,6-amino-D-glucose 6-phosphate(aq) = 6-amino-D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1349,278.85,8.7,0.202,,NMR and spectrophotometry,Ches (0.10 mol dm-3),,5.3.1.9,,,,,
3636,3636,,2398,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1364,278.85,8.7,0.214,,NMR and spectrophotometry,Ches (0.10 mol dm-3),,5.3.1.9,,, ,,
3637,3637,,2399,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_1364,295.15,8.7,0.264,,NMR and spectrophotometry,Ches (0.10 mol dm-3),,5.3.1.9,,, ,,
3638,3638,,,hexokinase,,,ATP(aq) + 6-amino-D-glucose(aq) = ADP(aq) + 6-amino-D-glucose 6-phosphate(aq),Sem D.S.; Cleland W.W.; Biochemistry; 30 4978 (1991).,91SEM/CLE_542,298.15,9.25,0.182,,NMR and spectrophotometry,Ches (0.10 mol dm-3),,2.7.1.1,,0.017 MgCl2,,,
3639,3639,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,277.8,,0.0111,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3640,3640,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,281.2,,0.0103,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3641,3641,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,285.3,,0.00719,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3642,3642,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,291.1,,0.00775,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3643,3643,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,297.6,,0.00585,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3644,3644,,,1-piperidine-2-carboxylate reductase,,,L-pipecolate(aq) + NADP(aq) = Î”1-piperidine-2-carboxylate(aq) + NADPH(aq),Srinivasan R.; Nambi P.; Biophys. Chem.; 40 81 (1991).,91SRI/NAM_308,305,,0.00526,,spectrophotometry,phosphate (0.1 mol dm-3) and Tris (0.1 mol dm-3),,1.5.1.21,,,,,
3645,3645,,1058,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876,286.45,5.65,,122,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,
3646,3646,,1055,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876,292.25,5.65,,123,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,
3647,3647,,1057,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876,298.15,5.65,,119,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,
3648,3648,,1059,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876,304.55,5.65,,118,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,
3649,3649,,1056,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_876,310.25,5.65,,115,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,
3650,3650,,1076,_-amylase,kegg:C01083 + kegg:C00001 = 2 kegg:C00031,,"Î±,Î±-trehalose(aq) + H2O(l) = 2 D-glucose(aq)",Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_877,298.15,5.65,,,calorimetry,sodium acetate (0.1 mol dm-3),,3.2.1.2,,, ,,4.73
3651,3651,,2724,"oligo-1,6-glucosidase",kegg:C01742 + kegg:C00001 = kegg:C00031 + kegg:C00095,,palatinose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_911,298.15,4.44,,,calorimetry,sodium acetate (0.02 mol dm-3),,3.2.1.10,,, ,,-4.44
3652,3652,,,a-glucosidase,,,D-turanose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_913,298.15,5.65,,,calorimetry,sodium acetate (0.1 mol dm-3),,3.2.1.20,,,,,-2.68
3653,3653,,,_-glucosidase,,,Î±-D-melibiose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_920,298.15,5.65,,,calorimetry,sodium acetate (0.1 mol dm-3),,3.2.1.21,,,,,-0.88
3654,3654,,,_-glucosidase,,,Î±-D-melibiose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_921,298.15,5.65,,123,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.21,,,,,
3655,3655,,,_-galactosidase,,,3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928,286.15,5.65,,108,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.23,,,,,
3656,3656,,,_-galactosidase,,,3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928,292.15,5.65,,108,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.23,,,,,
3657,3657,,,_-galactosidase,,,3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_928,298.15,5.65,,104,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.23,,,,,
3658,3658,,,_-galactosidase,,,3-O-Î²-D-galactopyranosyl-D-arabinose(aq) + H2O(l) = D-galactose(aq) + D-arabinose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_929,298.15,4.44,,,calorimetry,sodium acetate (0.02 mol dm-3),,3.2.1.23,,,,,2.97
3659,3659,,2236,_-galactosidase,kegg:C07064 + kegg:C00001 = kegg:C00124 + kegg:C00095,,lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_934,298.15,5.65,,128,calorimetry,sodium acetate (0.1 mol dm-3),,3.2.1.23,,, ,,
3660,3660,,2237,_-galactosidase,kegg:C07064 + kegg:C00001 = kegg:C00124 + kegg:C00095,,lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),Tewari Y.B.; Goldberg R.N.; Biophys. Chem.; 40 59 (1991).,91TEW/GOL_935,298.15,5.65,,,HPLC,sodium acetate (0.1 mol dm-3),,3.2.1.23,,, ,,2.21
3661,3661,,884,methylenetetrahydrofolate dehydrogenase (NAD+),kegg:C00143 + kegg:C00003 = kegg:C00445 + kegg:C00004,,"5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_304,310.15,7.8,0.012,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,1.5.1.15,,, ,,
3662,3662,,883,methylenetetrahydrofolate dehydrogenase (NAD+),kegg:C00143 + kegg:C00003 = kegg:C00445 + kegg:C00004,,"5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_304,310.15,7.9,0.0096,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,1.5.1.15,,, ,,
3663,3663,,886,methylenetetrahydrofolate dehydrogenase (NAD+),kegg:C00143 + COCO:COCOM00012 = kegg:C00445 + COCO:COCOM00013,,"5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_305,310.15,7.2,0.86,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,1.5.1.15,,, ,,
3664,3664,,885,methylenetetrahydrofolate dehydrogenase (NAD+),kegg:C00143 + COCO:COCOM00012 = kegg:C00445 + COCO:COCOM00013,,"5,10-methylenetetrahydrofolate(aq) + AP-NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + AP-NADH(aq)",Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_305,310.15,8.25,0.11,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,1.5.1.15,,, ,,
3665,3665,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,2,,HPLC,,2-butanone,3.4.21.1,,,,,
3666,3666,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.91,,HPLC,,3-pentanone,3.4.21.1,,,,,
3667,3667,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.77,,HPLC,,ethyl acetate,3.4.21.1,,,,,
3668,3668,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.21,,HPLC,,isopropyl ether,3.4.21.1,,,,,
3669,3669,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.17,,HPLC,,trichloroethane  +  acetonitrile (21 % v/v),3.4.21.1,,,,,
3670,3670,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.056,,HPLC,,trichloroethane  +  acetonitrile (3 % v/v),3.4.21.1,,,,,
3671,3671,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.63,,HPLC,,trichloroethane  +  dimethylformamide (10 % v/v),3.4.21.1,,,,,
3672,3672,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.21,,HPLC,,trichloroethane  +  dimethylformamide (3 % v/v),3.4.21.1,,,,,
3673,3673,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.3,,HPLC,,trichloroethane  +  dimethylformamide (6 % v/v),3.4.21.1,,,,,
3674,3674,,,chymotrypsin,,,N-acetyl-L-tryptophan phenylethyl ester(sln) + H2O(sln) = N-acetyl-L-tryptophan(sln) + 2-phenylethanol(sln),Blanco R.M.; Guisan J.M.; Halling P.J.; Biotech. Bioeng.; 40 1092 (1992),92BLA/GUI_966,298.15,,0.053,,HPLC,,trichloroethane,3.4.21.1,,,,,
3675,3675,,2661,xylose isomerase,kegg:C00031 = kegg:C00095,,D-glucose(aq) = D-fructose(aq),Demerdash M.; Attia R.M.; Zentralbl. Mikobiol.; 147 297 (1992).,92DEM/ATT_1319,333.15,7.5,1.08,, ,Tris (0.05 mol dm-3) + HCl,,5.3.1.5,,, ,,
3676,3676,,,_-galactosidase,,,allolactose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Elliott A.C.; Srinivasan K.; Sinnott M.L.; Smith P.J.; Bommuswamy J.; Guo Z.; Hall B.G.; Zhang Y.; Biochem. J.; 282 155 (1992).,92ELL/SRI_927,310.15,7,45,,HPLC,Tes (0.030 mol dm-3) + NaOH,,3.2.1.23,,,,,
3677,3677,,818,_-galactosidase,kegg:C00243 + kegg:C00001 = kegg:C00124 + kegg:C00031,,lactose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),Elliott A.C.; Srinivasan K.; Sinnott M.L.; Smith P.J.; Bommuswamy J.; Guo Z.; Hall B.G.; Zhang Y.; Biochem. J.; 282 155 (1992).,92ELL/SRI_933,310.15,7,152,,HPLC,Tes (0.030 mol dm-3) + NaOH,,3.2.1.23,,, ,,
3678,3678,,695,_-galactosidase,kegg:C07064 + kegg:C00001 = kegg:C00124 + kegg:C00095,,lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),Elliott A.C.; Srinivasan K.; Sinnott M.L.; Smith P.J.; Bommuswamy J.; Guo Z.; Hall B.G.; Zhang Y.; Biochem. J.; 282 155 (1992).,92ELL/SRI_936,310.15,7,40,,HPLC,Tes (0.030 mol dm-3) + NaOH,,3.2.1.23,,, ,,
3679,3679,,,aminoacylase,,,N-acetyl-L-valine(aq) + H2O(l) = acetate(aq) + L-valine(aq),Iborra J.L.; Obon J.M.; Manjon A.; Canovas M.; Biocatal.; 7 37 (1992).,92IBO/OBO_1030,323.15,7,7.51,,spectrophotometry,acetate + NaOH,,3.5.1.14,,,,,
3680,3680,,,aminoacylase,,,N-acetyl-L-valine(aq) + H2O(l) = acetate(aq) + L-valine(aq),Iborra J.L.; Obon J.M.; Manjon A.; Canovas M.; Biocatal.; 7 37 (1992).,92IBO/OBO_1030,323.15,7.5,6.75,,spectrophotometry,acetate + NaOH,,3.5.1.14,,,,,
3681,3681,,,aminoacylase,,,N-acetyl-L-valine(aq) + H2O(l) = acetate(aq) + L-valine(aq),Iborra J.L.; Obon J.M.; Manjon A.; Canovas M.; Biocatal.; 7 37 (1992).,92IBO/OBO_1030,323.15,7.8,5.47,,spectrophotometry,acetate + NaOH,,3.5.1.14,,,,,
3682,3682,,,aminoacylase,,,N-acetyl-L-valine(aq) + H2O(l) = acetate(aq) + L-valine(aq),Iborra J.L.; Obon J.M.; Manjon A.; Canovas M.; Biocatal.; 7 37 (1992).,92IBO/OBO_1030,323.15,8,5.09,,spectrophotometry,acetate + NaOH,,3.5.1.14,,,,,
3683,3683,,,aminoacylase,,,N-acetyl-L-valine(aq) + H2O(l) = acetate(aq) + L-valine(aq),Iborra J.L.; Obon J.M.; Manjon A.; Canovas M.; Biocatal.; 7 37 (1992).,92IBO/OBO_1030,323.15,8.5,6.49,,spectrophotometry,acetate + NaOH,,3.5.1.14,,,,,
