,Unnamed: 0,index,Enzyme:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km',Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
2114,2,2114, histidine ammonia-lyase, L-histidine(aq) = urocanate(aq) + ammonia(aq), , ,308.2,7.2,0.028,nan, , , , , , , , , , 
2115,3,2115, histidine ammonia-lyase, L-histidine(aq) = urocanate(aq) + ammonia(aq), , ,311.3,7.2,0.04,nan, , , , , , , , , , 
2116,4,2116, histidine ammonia-lyase, L-histidine(aq) = urocanate(aq) + ammonia(aq), , ,316.4,7.2,0.1,nan, , , , , , , , , , 
2117,0,2117, phosphate acetyltransferase, acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),Rado T.A.; Hoch J.A.; Biochim. Biophys. Acta; 321 114 (1973).,73RAD/HOC_400,298.15,7.6,0.0065,nan, , spectrophotometry, Tris (0.066 mol dm-3) + HCl, ," 2.3.1.8                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2118,0,2118, dihydrofolate reductase," 5,6,7,8-tetrahydrofolate(aq) + NADP(aq) = 7,8-dihydrofolate(aq) + NADPH(aq)",Rothman S.W.; Kisliuk R.L.; Langerman N.; J. Biol. Chem.; 248 7845 (1973).,73ROT/KIS_300,298.15,7.4, ,nan, , calorimetry, Tris (0.20 mol dm-3), ," 1.5.1.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,52.7
2119,0,2119, thymidylate synthase," 5,10-methylenetetrahydrofolate(aq) + dUMP(aq) = dihydrofolate(aq) + dTMP(aq)",Rothman S.W.; Kisliuk R.L.; Langerman N.; J. Biol. Chem.; 248 7845 (1973).,73ROT/KIS_346,298.15,7.4, ,nan, , calorimetry, Tris (0.05 mol dm-3) + HCl, ," 2.1.1.45                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-40.6
2120,0,2120, isocitrate dehydrogenase (NADP+), isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq),Shevchenko M.I.; Guly M.F.; Ukr. Biokhim. Zh.; 45 718 (1973).,73SHE/GUL_155,293.15,7.4,0.81,nan, , spectrophotometry, carbonate + bicarbonate, ," 1.1.1.42                                                    (ENZYME |                                                 KEGG)                                                ", ,0.0002 MnCl2 & 0.0002 MnCl2,0.404, , 
2121,1,2121, isocitrate dehydrogenase (NADP+), isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq), , ,293.15,7.4,0.076,nan, , , , , , ,0.0033 MnCl2 & 0.0033 MnCl2,0.404, , 
2122,0,2122," D-ornithine 4,5-aminomutase"," D-ornithine(aq) = D-threo-2,4-diaminopentanoate(aq)",Somack R.; Costilow R.N.; Biochemistry; 12 2597 (1973).,73SOM/COS_1418,310.15,9.0,0.9,nan, , chromatography and radioactivity, Tris (0.1 mol dm-3), ," 5.4.3.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2123,0,2123, phosphohydrolase (unclassified), diethyl phosphate(aq) + H2O(l) = monoethyl phosphate(aq) + ethanol(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_841,298.15,7.3, ,nan, , calorimetry, Pipes (0.05 mol dm-3), ," 3.1.4.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-20.1
2124,0,2124, phosphohydrolase (unclassified), ethylene phosphate(aq) + H2O(l) = 2-hydroxyethyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_843,298.15,7.3, ,nan, , calorimetry, Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3), ," 3.1.4.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-39.5
2125,1,2125, phosphohydrolase (unclassified), ethylene phosphate(aq) + H2O(l) = 2-hydroxyethyl phosphate(aq), , ,298.15,7.3, ,nan, , ,Tris, , , , , , ,-69.5
2126,0,2126, phosphohydrolase (unclassified), tetramethylene phosphate(aq) + H2O(l) = 4-hydroxybutyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_847,298.15,7.3, ,nan, , calorimetry, Pipes (0.05 mol dm-3), ," 3.1.4.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-19.6
2127,0,2127, phosphohydrolase (unclassified), trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Sturtevant J.M.; Gerlt J.A.; Westheimer F.H.; J. Am. Chem. Soc.; 95 8168 (1973).,73STU/GER_849,298.15,7.3, ,nan, , calorimetry, Pipes (0.05 mol dm-3) and Tris (0.05 mol dm-3), ," 3.1.4.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-24.8
2128,1,2128, phosphohydrolase (unclassified), trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq), , ,298.15,7.3, ,nan, , ,Tris, , , , , , ,-54.4
2129,0,2129," pyruvate,orthophosphate dikinase", ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),Sugiyama T.; Biochemistry; 12 2862 (1973).,73SUG_714,298.15,7.24,0.0049,nan, , enzymatic assay and spectrophotometry, , ," 2.7.9.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2130,0,2130, methenyltetrahydrofolate cyclohydrolase," 5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",Suzuki N.; Iwai K.; Plant Cell Physiol.; 14 319 (1973).,73SUZ/IWA_1060,298.15,7.0,50,nan, , spectrophotometry, potassium maleate, ," 3.5.4.9                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2131,0,2131, aconitate hydratase, isocitrate(aq) = citrate(aq),Veloso D.; Guynn R.W.; Oskarsson M.; Veech R.L.; J. Biol. Chem.; 248 4811 (1973).,73VEL/GUY_1167,311.15,6.64,9.51,nan, , enzymatic assay and fluorimetry, phosphate, ," 4.2.1.3                                                    (ENZYME |                                                 KEGG)                                                ", ,0.0 MgCl2 & 0.0 MgCl2, , , 
2132,1,2132, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,6.64,10.3,nan, , , , , , ,0.047 MgCl2 & 0.047 MgCl2, , , 
2133,2,2133, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,6.64,15.8,nan, , , , , , ,0.7 MgCl2 & 0.7 MgCl2, , , 
2134,3,2134, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,6.64,29.5,nan, , , , , , ,2.3 MgCl2 & 2.3 MgCl2, , , 
2135,4,2135, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,6.64,46.0,nan, , , , , , ,6.9 MgCl2 & 6.9 MgCl2, , , 
2136,5,2136, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,9.83,nan, , , , , , ,0.0 MgCl2 & 0.0 MgCl2, , , 
2137,6,2137, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,9.92,nan, , , , , , ,0.009 MgCl2 & 0.009 MgCl2, , , 
2138,7,2138, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,10.0,nan, , , , , , ,0.047 MgCl2 & 0.047 MgCl2, , , 
2139,8,2139, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,10.6,nan, , , , , , ,0.047 MgCl2 & 0.047 MgCl2, , , 
2140,9,2140, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,11.0,nan, , , , , , ,0.094 MgCl2 & 0.094 MgCl2, , , 
2141,10,2141, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,12.2,nan, , , , , , ,0.23 MgCl2 & 0.23 MgCl2, , , 
2142,11,2142, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,13.9,nan, , , , , , ,0.47 MgCl2 & 0.47 MgCl2, , , 
2143,12,2143, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,16.1,nan, , , , , , ,0.7 MgCl2 & 0.7 MgCl2, , , 
2144,13,2144, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,17.1,nan, , , , , , ,0.7 MgCl2 & 0.7 MgCl2, , , 
2145,14,2145, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,18.0,nan, , , , , , ,0.93 MgCl2 & 0.93 MgCl2, , , 
2146,15,2146, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,9.89,nan, , , , , , ,0.0 MgCl2 & 0.0 MgCl2, , , 
2147,16,2147, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,52.3,nan, , , , , , ,10.0 MgCl2 & 10.0 MgCl2, , , 
2148,17,2148, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,57.9,nan, , , , , , ,12.3 MgCl2 & 12.3 MgCl2, , , 
2149,18,2149, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,28.8,nan, , , , , , ,2.3 MgCl2 & 2.3 MgCl2, , , 
2150,19,2150, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,28.8,nan, , , , , , ,2.3 MgCl2 & 2.3 MgCl2, , , 
2151,20,2151, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,37.2,nan, , , , , , ,3.6 MgCl2 & 3.6 MgCl2, , , 
2152,21,2152, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,43.6,nan, , , , , , ,4.5 MgCl2 & 4.5 MgCl2, , , 
2153,22,2153, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,47.0,nan, , , , , , ,6.9 MgCl2 & 6.9 MgCl2, , , 
2154,23,2154, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,47.5,nan, , , , , , ,6.9 MgCl2 & 6.9 MgCl2, , , 
2155,24,2155, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.07,46.0,nan, , , , , , ,8.5 MgCl2 & 8.5 MgCl2, , , 
2156,25,2156, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.45,9.48,nan, , , , , , ,0.0 MgCl2 & 0.0 MgCl2, , , 
2157,26,2157, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.45,9.95,nan, , , , , , ,0.047 MgCl2 & 0.047 MgCl2, , , 
2158,27,2158, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.45,14.8,nan, , , , , , ,0.7 MgCl2 & 0.7 MgCl2, , , 
2159,28,2159, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.45,27.6,nan, , , , , , ,2.3 MgCl2 & 2.3 MgCl2, , , 
2160,29,2160, aconitate hydratase, isocitrate(aq) = citrate(aq), , ,311.15,7.45,46.6,nan, , , , , , ,6.9 MgCl2 & 6.9 MgCl2, , , 
2161,0,2161, myo-inositol 2-dehydrogenase, myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq),Vidal-Leiria M.; van Uden N.; Biochim. Biophys. Acta; 293 295 (1973) .,73VID/UDE_78,298.15,8.3,0.0011,nan, , spectrophotometry, tetrapotassium tetraphosphate (0.0167 mol dm-3), ," 1.1.1.18                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2162,1,2162, myo-inositol 2-dehydrogenase, myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq), , ,298.15,8.5,0.0017,nan, , , , , , , , , , 
2163,2,2163, myo-inositol 2-dehydrogenase, myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq), , ,298.15,9.0,0.0053,nan, , , , , , , , , , 
2164,3,2164, myo-inositol 2-dehydrogenase, myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq), , ,298.15,9.5,0.017,nan, , , , , , , , , , 
2165,4,2165, myo-inositol 2-dehydrogenase, myo-inositol(aq) + NAD(aq) = 2-oxo-myo-inositol(aq) + NADH(aq), , ,298.15,9.8,0.033,nan, , , , , , , , , , 
2166,0,2166, glucose-6-phosphate dehydrogenase," D-glucose 6-phosphate(aq) + NADP(aq) = D-glucono-1,5-lactone 6-phosphate(aq) + NADPH(aq)",Wurster B.; Hess B.; Hoppe-Seyler's Z. Physiol. Chem.; 354 407 (1973).,73WUR/HES_164,298.15,7.6,20,nan, , spectrophotometry, imidazole (0.050 mol dm-3) + HCl, ," 1.1.1.49                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2167,0,2167, _-phosphoglucomutase, Î²-D-glucose 1-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Belocopitow E.; Marechal L.R.; Eur. J. Biochem.; 46 631 (1974).,74BEL/MAR_1409,310.15,7.0,28.6,nan, , spectrophotometry, Hepes (0.050 mol dm-3), ," 5.4.2.6                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2168,0,2168, uridine phosphorylase, uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq),Bose R.; Yamada E.W.; Biochemistry; 13 2051 (1974).,74BOS/YAM_471,310.15,7.4,0.031,nan, , spectrophotometry, Tris or glycylglycine, ," 2.4.2.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2169,1,2169, uridine phosphorylase, uridine(aq) + orthophosphate(aq) = uracil(aq) + Î±-D-ribose 1-phosphate(aq), , ,310.15,8.2,0.078,nan, , , , , , , , , , 
2170,0,2170, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_15,283.75,7.673,0.000119,nan, , spectrophotometry, phosphate (0.005 mol dm-3), ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2171,1,2171, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,283.75,7.68,0.000128,nan, , , , , , , , , , 
2172,2,2172, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,283.75,7.691,0.000144,nan, , , , , , , , , , 
2173,3,2173, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,290.5,7.646,0.000174,nan, , , , , , , , , , 
2174,4,2174, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,290.5,7.658,0.000187,nan, , , , , , , , , , 
2175,5,2175, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,293.4,7.635,0.000213,nan, , , , , , , , , , 
2176,6,2176, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,307.75,7.571,0.000438,nan, , , , , , , , , , 
2177,7,2177, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,307.75,7.584,0.000487,nan, , , , , , , , , , 
2178,8,2178, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,307.75,7.605,0.000542,nan, , , , , , , , , , 
2179,9,2179, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,315.95,7.528,0.000663,nan, , , , , , , , , , 
2180,10,2180, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,315.95,7.545,0.00068,nan, , , , , , , , , , 
2181,11,2181, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,315.95,7.568,0.000734,nan, , , , , , , , , , 
2182,0,2182, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Biochem. J.; 143 365 (1974).,74BUR_31,282.45,7.65,0.131,nan, , spectrophotometry, phosphate (0.005 mol dm-3), ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2183,1,2183, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,282.55,7.621,0.128,nan, , , , , , , , , , 
2184,2,2184, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,282.65,7.621,0.131,nan, , , , , , , , , , 
2185,3,2185, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,285.55,7.653,0.157,nan, , , , , , , , , , 
2186,4,2186, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,285.65,7.653,0.162,nan, , , , , , , , , , 
2187,5,2187, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,285.85,7.653,0.158,nan, , , , , , , , , , 
2188,6,2188, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,286.1,7.663,0.171,nan, , , , , , , , , , 
2189,7,2189, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,298.75,7.581,0.318,nan, , , , , , , , , , 
2190,8,2190, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,309.95,7.548,0.498,nan, , , , , , , , , , 
2191,9,2191, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,310.15,7.552,0.549,nan, , , , , , , , , , 
2192,10,2192, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,310.35,7.547,0.516,nan, , , , , , , , , , 
2193,11,2193, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,311.35,7.546,0.556,nan, , , , , , , , , , 
2194,12,2194, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,313.75,7.516,0.591,nan, , , , , , , , , , 
2195,13,2195, alcohol dehydrogenase, 2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq), , ,314.85,7.565,0.713,nan, , , , , , , , , , 
2196,0,2196," 3',5'-cyclic-nucleotide phosphodiesterase", adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = AMP(aq),Cheung W.Y.; Patrick S.M.; Pennington S.N.; Int. J. Biochem.; 5 311 (1974).,74CHE/PAT_837,298.15,7.8, ,nan, , calorimetry, phosphate (0.040 mol dm-3), ," 3.1.4.17                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-61.1
2197,0,2197, nucleoside deoxyribosyltransferase, 2'-deoxyinosine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + hypoxanthine(aq),Danzin C.; Cardinaud R.C.; Eur. J. Biochem.; 48 255 (1974).,74DAN/CAR_473,313.15,6.0,1.4,nan, , spectrophotometry, phosphate (0.1 mol dm-3), ," 2.4.2.6                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2198,0,2198, D-arabino-3-hexulose phosphate formaldehyde lyase, D-arabino-3-hexulose 6-phosphate(aq) = D-ribulose 5-phosphate(aq) + formaldehyde(aq),Ferenci T.; Strfm T.; Quayle J.R.; Biochem. J.; 144 477 (1974).,74FER/STR_1112,303.15,7.0,4e-05,nan, , enzymatic assay and spectrophotometry, phosphate (0.05 mol dm-3), ," 4.1.2.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2199,0,2199, phospho-3-hexuloisomerase, D-arabino-3-hexulose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Ferenci T.; Strfm T.; Quayle J.R.; Biochem. J.; 144 477 (1974).,74FER/STR_1380,303.15,7.0,188,nan, , enzymatic assay and spectrophotometry, phosphate (0.050 mol dm-3), ," 5.3.1.-                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2200,0,2200, xylose isomerase, D-glucose(aq) = D-fructose(aq),Fratzke A.R.; Lee Y.Y.; Tsao G.T.; Ges Verfahrenstechnik und Chem./AICLE Jt. Meeting; Vol. 4; Munich Germany (1974).,74FRA/LEE_1306,323.15,7.0,1.03,nan, , , _-glycerophosphate (0.05 mol dm-3), ," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2201,0,2201, UDPglucuronate 4-epimerase, UDP-D-glucuronate(aq) = UDP-D-galacturonate(aq),Gaunt M.A.; Maitra E.S.; Ankel H.; J. Biol. Chem.; 249 2366 (1974).,74GAU/MAI_1271,298.15,7.5,2.6,nan, , radioactivity, Tris (0.1 mol dm-3) + HCl, ," 5.1.3.6                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2202,0,2202, phosphoglucomutase, Î±-D-glucose 1-phosphate(aq) = Î±-D-glucose 6-phosphate(aq),Guynn R.W.; Veloso D.; Lawson J.W.R.; Veech R.L.; Biochem. J.; 140 369 (1974).,74GUY/VEL_1404,311.15,7.04,17.4,nan, , enzymatic assay and spectrophotometry, Tris + HCl, ," 5.4.2.2                                                    (ENZYME |                                                 KEGG)                                                ", ,0.0008 Mg2+ & 0.0008 Mg2+,0.25, , 
2203,0,2203, UTP-glucose-1-phosphate uridylyltransferase, UTP(aq) + Î±-D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),Guynn R.W.; Veloso D.; Lawson J.W.R.; Veech R.L.; Biochem. J.; 140 369 (1974).,74GUY/VEL_692,311.15,7.07,0.22,nan, , enzymatic assay and spectrophotometry, Tris + HCl, ," 2.7.7.9                                                    (ENZYME |                                                 KEGG)                                                ", ,0.001 Mg2+ & 0.001 Mg2+,0.25, , 
2204,0,2204, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,298.15,6.99,13.7,nan, , spectrophotometry and enzymatic assay, , ," 6.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", ,0.00077 Mg2+ & 0.00077 Mg2+,0.25, , 
2205,1,2205, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq), , ,298.15,7.0,10.7,nan, , , , , , ,0.00077 Mg2+ & 0.00077 Mg2+,0.25, , 
2206,2,2206, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq), , ,298.15,7.0,11.1,nan, , , , , , ,0.00077 Mg2+ & 0.00077 Mg2+,0.25, , 
2207,3,2207, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq), , ,298.15,7.0,11.4,nan, , , , , , ,0.00077 Mg2+ & 0.00077 Mg2+,0.25, , 
2208,4,2208, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq), , ,298.15,7.0,11.6,nan, , , , , , ,0.00095 Mg2+ & 0.00095 Mg2+,0.25, , 
