,standard_id,url,reference,method,eval,EC,enzyme_name,reaction,description,K,K_prime,temperature,ionic_strength,p_h,p_mg
3212,3212,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55KAT_112,55KAT,calorimetry,B,1.1.1.28,D-lactate dehydrogenase,kegg:C00256 + kegg:C00003 = kegg:C00022 + kegg:C00004,(R)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),,,298.15,,7.3,
3213,3213,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73SUZ/IWA_1060,73SUZ/IWA,spectrophotometry,C,3.5.4.9,methenyltetrahydrofolate cyclohydrolase,kegg:C00445 + kegg:C00001 = kegg:C00234,"5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",,50,298.15,,7,
3214,3214,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3215,3215,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3216,3216,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3217,3217,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3218,3218,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3219,3219,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3220,3220,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3221,3221,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3222,3222,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3223,3223,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3224,3224,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3225,3225,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3226,3226,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3227,3227,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3228,3228,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3229,3229,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3230,3230,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3231,3231,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3232,3232,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3233,3233,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3234,3234,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3235,3235,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3236,3236,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3237,3237,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3238,3238,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3239,3239,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3240,3240,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3241,3241,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3242,3242,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=03BIA_1515,03BIA,calorimetry,B,2.7.1.2,glucokinase,kegg:C00002 + kegg:C00031 = kegg:C00008 + kegg:C00092,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),,,298.15,,7.6,
3243,3243,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53MEY/SHA_1069,53MEY/SHA,calorimetry,B,3.6.1.2,trimetaphosphatase,kegg:C02466 + kegg:C00001 = kegg:C00536,trimetaphosphate(aq) + H2O(l) = triphosphate(aq),,,306.15,,6.95,
3244,3244,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62UEH_1293,62UEH,chemical analysis,C,5.3.1.2,erythrose isomerase,kegg:C01796 = kegg:C02022,D-erythrose(aq) = D-erythrulose(aq),,2.3,308.15,,5.8,
3245,3245,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=69SWI_674,69SWI,enzymatic assay and spectrophotometry,A,2.7.6.1,ribose-phosphate pyrophosphokinase,kegg:C00002 + kegg:C00117 = kegg:C00020 + kegg:C00119,ATP(aq) + D-ribose 5-phosphate(aq) = AMP(aq) + 5-phospho--D-ribose 1-diphosphate(aq),,28.6,310.15,,7.5,
3246,3246,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=93MOC/STR_453,93MOC/STR,HPLC,C,2.4.1.120,sinapate 1-glucosyltransferase,kegg:C00029 + kegg:C00482 = kegg:C00015 + kegg:C01175,UDPglucose(aq) + sinapate(aq) = UDP(aq) + 1-sinapoyl-D-glucose(aq),,0.21,303.15,,6,
3247,3247,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53KRE2_508,53KRE2,manometry,A,2.6.1.2,alanine transaminase,kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),,0.658,298.15,,7.4,
3248,3248,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83PIL/HAN_1597,83PIL/HAN,radioactivity,C,5.1.3.2,UDPglucose 4-epimerase,kegg:C00043 = kegg:C00203,UDP-N-acetyl-D-glucosamine(aq) = UDP-N-acetyl-D-galactosamine(aq),,0.38,310.15,,,
3249,3249,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=67PLO/CLE_1130,67PLO/CLE,radioactivity and paper chromatography,C,4.1.3.8,ATP citrate(pro-3S)-lyase,kegg:C00002 + kegg:C00158 + kegg:C00010 = kegg:C00008 + kegg:C00009 + kegg:C00024 + kegg:C00036,ATP(aq) + citrate(aq) + CoA(aq) = ADP(aq) + phosphate(aq) + acetyl-CoA(aq) + oxaloacetate(aq),,1.2,298.15,,8.1,
3250,3250,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83BRA_4,83BRA,calorimetry,A,1.1.1.1,alcohol dehydrogenase,kegg:C06142 + kegg:C00003 = kegg:C01412 + kegg:C00004,1-butanol(aq) + NAD(aq) = butanal(aq) + NADH(aq),,,298.15,,8.8,
3251,3251,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=76HIL/ATT_1397,76HIL/ATT,enzymatic assay and spectrophotometry,B,5.4.2.1,phosphoglycerate mutase,kegg:C00631 = kegg:C00197,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),,11.3,303.15,,7.3,
3252,3252,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61ALE_444,61ALE,enzymatic assay,B,2.4.1.20,cellobiose phosphorylase,kegg:C00185 + kegg:C00009 = kegg:C00031 + kegg:C00103,cellobiose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq),,0.23,310.15,,7,
3253,3253,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=52MEY/SHA_815,52MEY/SHA,calorimetry,B,3.1.3.2,acid phosphatase,kegg:C00227 + kegg:C00001 = kegg:C00033 + kegg:C00009,acetyl phosphate(aq) + H2O(l) = acetate(aq) + orthophosphate(aq),,,306.15,,5.6,
3254,3254,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55WOL/KAP_75,55WOL/KAP,spectrophotometry,C,1.1.1.17,mannitol-1-phosphate dehydrogenase,kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004,D-mannitol 1-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),,0.005,298.15,,7,
3255,3255,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83BRA_28,83BRA,calorimetry,A,1.1.1.1,alcohol dehydrogenase,kegg:C05979 + kegg:C00003 = kegg:C00479 + kegg:C00004,1-propanol(aq) + NAD(aq) = propanal(aq) + NADH(aq),,,298.15,,8.8,
3256,3256,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61WOO/STJ_361,61WOO/STJ,enzymatic assay and spectrophotometry,B,2.1.3.1,methylmalonyl-CoA carboxyltransferase,kegg:C00036 + kegg:C00100 = kegg:C00022 + kegg:C02557,oxaloacetate(aq) + propanoyl-CoA(aq) = pyruvate(aq) + methylmalonyl-CoA(aq),,1.9,303.15,,6.5,
3257,3257,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50COR/VEL_252,50COR/VEL,enzymatic assay and spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.0984,298.15,,7.09,
3258,3258,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50COR/VEL_252,50COR/VEL,enzymatic assay and spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.193,298.15,,7.85,
3259,3259,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50COR/VEL_252,50COR/VEL,enzymatic assay and spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.187,298.15,,8.1,
3260,3260,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=50COR/VEL_252,50COR/VEL,enzymatic assay and spectrophotometry,C,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase,kegg:C00118 + kegg:C00009 + kegg:C00003 = kegg:C00236 + kegg:C00004,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),,0.156,298.15,,7.08,
3261,3261,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.169,328.15,,7.4,
3262,3262,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.199,331.95,,7.4,
3263,3263,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.246,343.75,,7.4,
3264,3264,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.146,320.25,,7.4,
3265,3265,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.226,338.15,,7.4,
3266,3266,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1295,85TEW/GOL2,HPLC,A,5.3.1.3,arabinose isomerase,kegg:C00216 = kegg:C00309,D-arabinose(aq) = D-ribulose(aq),,0.17,325.25,,7.4,
3267,3267,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66MAT/STR_533,66MAT/STR,spectrophotometry,B,2.6.1.33,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",kegg:C04268 + kegg:C00026 = kegg:C11907 + kegg:C00025,"dTDP-4-amino-4,6-dideoxy-D-glucose(aq) + 2-oxoglutarate(aq) = dTDP-4-dehydro-6-deoxy-D-glucose(aq) + L-glutamate(aq)",,2,310.15,,7,
3268,3268,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.79E-06,298.15,0.25,6.99,
3269,3269,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.36E-06,298.15,0.25,6.96,
3270,3270,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,6.91E-06,298.15,0.25,7.22,
3271,3271,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,2.17E-05,298.15,0.25,7.72,
3272,3272,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.28E-05,298.15,0.25,7.8,
3273,3273,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,1.15E-06,298.15,0.25,6.41,
3274,3274,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,9.49E-07,298.15,0.25,6.49,
3275,3275,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.54E-06,298.15,0.25,7.03,
3276,3276,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.36E-06,298.15,0.25,7.03,
3277,3277,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,6.10E-05,298.15,0.25,8.05,
3278,3278,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.11E-06,298.15,0.25,6.98,
3279,3279,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.82E-06,298.15,0.25,6.98,
3280,3280,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.84E-06,298.15,0.25,6.98,
3281,3281,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.72E-06,298.15,0.25,6.96,
3282,3282,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,3.77E-06,298.15,0.25,6.98,
3283,3283,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.13E-06,298.15,0.25,6.97,
3284,3284,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.52E-06,311.15,0.5,7,
3285,3285,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,5.40E-06,311.15,1,7,
3286,3286,http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82GUY_115,82GUY,spectrophotometry,A,1.1.1.29,glycerate dehydrogenase,kegg:C00258 + kegg:C00003 = kegg:C00168 + kegg:C00004,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),,4.36E-06,311.15,0.25,7,2
