,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
4290,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_105,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1646,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.49,0.162,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4291,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_73,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1647,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,6.75,0.0353,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4292,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_103,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1648,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,6.67,0.026,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4293,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_101,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1649,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,5.71,0.00344,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4294,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_68,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1650,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,7.31,0.0656,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4295,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_60,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1651,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,6.43,0.00673,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4296,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_85,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1652,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,6.69,0.0646,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4297,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_102,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1653,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,6.19,0.00925,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4298,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_117,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1654,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.4,0.328,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4299,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_63,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1655,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,7.87,0.155,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4300,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_95,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1656,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,5.79,0.00239,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4301,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_112,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1657,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.62,0.393,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4302,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_75,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1658,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.72,0.292,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4303,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_79,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1659,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,6.7,0.0558,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4304,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1660,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,6.13,0.00145,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,nan,0.25,nan
4305,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_113,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1661,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,5.63,0.00533,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4306,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_64,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1662,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,8.19,0.357,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4307,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_72,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1663,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,6.3,0.0132,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4308,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_104,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1664,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.11,0.0701,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4309,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1665,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.11,0.0701,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,nan,0.25,nan
4310,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_86,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1666,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.18,0.191,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4311,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_97,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1667,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,6.73,0.0169,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4312,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_99,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1668,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,7.55,0.104,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4313,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_110,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1669,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.06,0.113,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4314,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_118,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1670,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.59,0.435,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4315,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_74,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1671,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.25,0.0967,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4316,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_76,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1672,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,8.02,0.551,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4317,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_77,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1673,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,5.87,0.00938,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4318,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1674,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,6.1,0.00145,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,nan,0.25,nan
4319,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_87,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1675,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.65,0.579,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4320,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_92,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1676,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,7.25,0.0277,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4321,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_70,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1677,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,8.11,0.381,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4322,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_81,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1678,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.66,0.477,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4323,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_111,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1679,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.43,0.251,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4324,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_115,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1680,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,6.58,0.0519,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4325,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_93,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1681,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,7.62,0.0706,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4326,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_82,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1682,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.96,0.882,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4327,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_62,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1683,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,7.38,0.0459,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4328,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_80,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1684,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,7.19,0.144,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4329,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1685,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,6.37,0.00973,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,nan,0.25,nan
4330,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_66,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1686,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,6.37,0.00973,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4331,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_65,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1687,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,5.99,0.00449,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4332,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_84,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1688,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,6.23,0.0233,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4333,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_106,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1689,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,298.15,7.68,0.236,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4334,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_69,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1690,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,288.15,7.8,0.188,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4335,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_107,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1691,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,308.15,5.67,0.00531,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4336,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_83,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1692,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,5.85,0.0103,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4337,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_116,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1693,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.03,0.131,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4338,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_59,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1694,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,6.06,0.00413,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4339,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_88,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1695,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,313.15,7.93,1.08,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
4340,nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_61,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry1696,alcohol dehydrogenase,kegg:C01845 + kegg:C00006 = kegg:C00207 + kegg:C00005,nan,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),nan,03KIN,278.15,6.88,0.0183,nan,spectrophotometry coupled with enzymatic assay,nan, ,1.1.1.2,nan,nan,0.25,0.25,nan
