,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
3700,3700,4009,513,N-acetylneuraminate lyase,kegg:C00270 = kegg:C00645 + kegg:C00022,,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",92KRA_1121,309.8,7.5,0.0641,,HPLC,none,,4.1.3.3,,,,,
3701,3701,4010,508,N-acetylneuraminate lyase,kegg:C00270 = kegg:C00645 + kegg:C00022,,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",92KRA_1121,309.8,7.5,0.0758,,HPLC,none,,4.1.3.3,,,,,
3702,3702,4011,509,N-acetylneuraminate lyase,kegg:C00270 = kegg:C00645 + kegg:C00022,,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",92KRA_1121,317.7,7.5,0.127,,HPLC,none,,4.1.3.3,,,,,
3703,3703,4005,3771,N-acylglucosamine 2-epimerase,kegg:C00140 = kegg:C00645,,N-acetyl-D-glucosamine(aq) = N-acetyl-D-mannosamine(aq),"Kragl U.; ""Reaktionstechnik biokatatischer Prozesse am Beispiel der kontinuierlichen enzymatischen Synthese von N-Acetylneuraminsdure""; Thesis Universitdt Bonn (1992).",92KRA_1273,298.15,7.5,0.201,,,none,,5.1.3.8,,,,,
3704,3704,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,285.7,,3000,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3705,3705,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,285.7,,860,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3706,3706,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,294.1,,1600,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3707,3707,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,294.1,,510,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3708,3708,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,303,,810,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3709,3709,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,303,,350,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3710,3710,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,312.5,,400,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3711,3711,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,312.5,,220,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3712,3712,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,322.6,,290,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3713,3713,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,322.6,,150,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3714,3714,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,333.3,,200,,HPLC,citrate + NaOH,,3.2.1.41,,,,,
3715,3715,,,"a-dextrin endo-1,6-a-glucosidase",,,maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,333.3,,110,,HPLC,citrate + NaOH,poly(ethylene glycol) 6000 10 % (w/w),3.2.1.41,,,,,
3716,3716,4018,,triacylglycerol lipase,,,diolein(aq) + H2O(l) = oleic acid(aq) + monoolein(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_737,333.15,,0.02,,HPLC,,,3.1.1.3,,,,,
3717,3717,4019,,triacylglycerol lipase,,,monoolein(aq) + H2O(l) = oleic acid(aq) + glycerol(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_739,333.15,,0.48,,HPLC,,,3.1.1.3,,,,,
3718,3718,4020,,triacylglycerol lipase,,,triolein(aq) + H2O(l) = oleic acid(aq) + diolein(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_741,333.15,,0.083,,HPLC,,,3.1.1.3,,,,,
3719,3719,,2613,alkaline phosphatase,kegg:C03360 + kegg:C00001 = kegg:C00870 + kegg:C00009,,4-nitrophenyl phosphate(aq) + H2O(l) = 4-nitrophenol(aq) + orthophosphate(aq),Rekharsky M.V.; Tishchenko S.A.; Vestn. Mosk. Univ. Ser. 2 Khim.; 32 460 (1992).,92REK/TIS_794,298.15,8.5,,,calorimetry,Tris (0.05 mol dm-3) + HCl,,3.1.3.1,,, ,,-43.2
3720,3720,,1316,acid phosphatase,kegg:C03360 + kegg:C00001 = kegg:C00870 + kegg:C00009,,4-nitrophenyl phosphate(aq) + H2O(l) = 4-nitrophenol(aq) + orthophosphate(aq),Rekharsky M.V.; Tishchenko S.A.; Vestn. Mosk. Univ. Ser. 2 Khim.; 32 460 (1992).,92REK/TIS_826,298.15,3,,,calorimetry,acetate (0.05 mol dm-3),,3.1.3.2,,, ,,-25.9
3721,3721,4050,351,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.02,0.00388,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.13 = -log[Mg+2],2.7.3.2,,0.000748 Mg2+,0.25,,
3722,3722,4049,366,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.02,0.00376,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.12 = -log[Mg+2],2.7.3.2,,0.000757 Mg2+,0.25,,
3723,3723,4048,350,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03,0.00481,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.21 = -log[Mg+2],2.7.3.2,,0.000619 Mg2+,0.25,,
3724,3724,4045,347,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03,0.00444,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.1 = -log[Mg+2],2.7.3.2,,0.000635 Mg2+,0.25,,
3725,3725,4046,348,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03,0.00439,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.1 = -log[Mg+2],2.7.3.2,,0.000803 Mg2+,0.25,,
3726,3726,,349,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03,0.00444,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.2 = -log[Mg+2],2.7.3.2,,0.000803 Mg2+,0.25,,
3727,3727,4052,352,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.07,0.00389,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.16 = -log[Mg+2],2.7.3.2,,0.000689 Mg2+,0.25,,
3728,3728,4051,369,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.07,0.00382,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.16 = -log[Mg+2],2.7.3.2,,0.000693 Mg2+,0.25,,
3729,3729,4041,367,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,6.99,0.00467,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.16 = -log[Mg+2],2.7.3.2,,0.000689 Mg2+,0.25,,
3730,3730,,357,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,6.99,0.00465,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.15 = -log[Mg+2],2.7.3.2,,0.000701 Mg2+,0.25,,
3731,3731,4039,355,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7,0.0049,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.25 = -log[Mg+2],2.7.3.2,,0.000563 Mg2+,0.25,,
3732,3732,4040,356,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7,0.00552,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.24 = -log[Mg+2],2.7.3.2,,0.000575 Mg2+,0.25,,
3733,3733,,354,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7,0.00535,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.13 = -log[Mg+2],2.7.3.2,,0.000733 Mg2+,0.25,,
3734,3734,4037,353,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7,0.005,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.13 = -log[Mg+2],2.7.3.2,,0.000745 Mg2+,0.25,,
3735,3735,4042,362,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.04,0.00467,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.2 = -log[Mg+2],2.7.3.2,,0.000628 Mg2+,0.25,,
3736,3736,4044,359,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.04,0.0045,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.2 = -log[Mg+2],2.7.3.2,,0.00063 Mg2+,0.25,,
3737,3737,4034,340,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.96,0.00518,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.2 = -log[Mg+2],2.7.3.2,,0.000625 Mg2+,0.25,,
3738,3738,4033,368,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.96,0.0051,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.2 = -log[Mg+2],2.7.3.2,,0.000633 Mg2+,0.25,,
3739,3739,4030,337,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.97,0.00565,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.18 = -log[Mg+2],2.7.3.2,,0.000666 Mg2+,0.25,,
3740,3740,4029,360,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.97,0.00602,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.16 = -log[Mg+2],2.7.3.2,,0.000686 Mg2+,0.25,,
3741,3741,4032,339,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.98,0.00629,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.29 = -log[Mg+2],2.7.3.2,,0.000509 Mg2+,0.25,,
3742,3742,4031,338,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.98,0.0069,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.28 = -log[Mg+2],2.7.3.2,,0.000525 Mg2+,0.25,,
3743,3743,4036,341,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,7.01,0.005,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.26 = -log[Mg+2],2.7.3.2,,0.000551 Mg2+,0.25,,
3744,3744,,363,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,7.01,0.00535,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.25 = -log[Mg+2],2.7.3.2,,0.000556 Mg2+,0.25,,
3745,3745,4025,346,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93,0.00592,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.24 = -log[Mg+2],2.7.3.2,,0.000573 Mg2+,0.25,,
3746,3746,4026,364,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93,0.00613,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.24 = -log[Mg+2],2.7.3.2,,0.000573 Mg2+,0.25,,
3747,3747,4021,342,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93,0.00699,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.21 = -log[Mg+2],2.7.3.2,,0.000612 Mg2+,0.25,,
3748,3748,4022,343,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93,0.0073,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.21 = -log[Mg+2],2.7.3.2,,0.000612 Mg2+,0.25,,
3749,3749,,345,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.94,0.00685,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.34 = -log[Mg+2],2.7.3.2,,0.000457 Mg2+,0.25,,
3750,3750,4023,344,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.94,0.00704,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.34 = -log[Mg+2],2.7.3.2,,0.000462 Mg2+,0.25,,
3751,3751,4027,365,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.98,0.00637,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.29 = -log[Mg+2],2.7.3.2,,0.000508 Mg2+,0.25,,
3752,3752,4028,361,creatine kinase,kegg:C00002 + kegg:C00300 = kegg:C00008 + kegg:C02305,,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.98,0.00629,,spectrophotometry and fluorimetry,potassium phosphate (0.05 mol dm-3),3.29 = -log[Mg+2],2.7.3.2,,0.000514 Mg2+,0.25,,
3753,3753,,809,acetylcholinesterase,kegg:C01996 + kegg:C00001 = kegg:C00033 + kegg:C00114,,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),Wang Y.; Chen C.-H.; Biophys. Chem.; 43 51 (1992).,92WAN/CHE_747,298.15,7,,,calorimetry,sodium phosphate (0.05 mol dm-3)  +  acetylcholine receptor membrane vesicles,,3.1.1.7,,, ,,-1.63
3754,3754,,810,acetylcholinesterase,kegg:C01996 + kegg:C00001 = kegg:C00033 + kegg:C00114,,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),Wang Y.; Chen C.-H.; Biophys. Chem.; 43 51 (1992).,92WAN/CHE_747,298.15,7,,,calorimetry,sodium phosphate (0.05 mol dm-3)  +  acetylcholine receptor membrane vesicles,,3.1.1.7,,, ,,-2.76
3755,3755,4054,1935,phosphomannomutase,kegg:C00636 = kegg:C00275,,D-mannose 1-phosphate(aq) = D-mannose 6-phosphate(aq),Xiang-ju Gu; Xue-qin S.; Yu-xiang J.; Acta Botanica Sinica; 34 278 (1992).,92XIA/XUE_1414,303.15,7.5,16.2,,spectrophotometry,Tris (0.1 mol dm-3) + HCl,,5.4.2.8,,,,,
3756,3756,4058,940,glycine hydroxymethyltransferase,kegg:C00143 + kegg:C00037 + kegg:C00001 = kegg:C00101 + kegg:C00065,,"5,10-methylenetetrahydrofolate(aq) + glycine(aq) + H2O(l) = tetrahydrofolate(aq) + L-serine(aq)",Besson V.; Rebeille F.; Neuberger M.; Douce R.; Cossins E.A.; Biochem. J.; 292 425 (1993).,93BES/REB_351,310.15,7.4,0.067,,radioactivity,KH2PO4 (0.020 mol dm-3),,2.1.2.1,,,,,
3757,3757,,939,glycine hydroxymethyltransferase,kegg:C04377 + kegg:C00037 + kegg:C00001 = kegg:C01217 + kegg:C00065,,CH2-H4PteGlu4(aq) + glycine(aq) + H2O(l) = H4PteGlu4(aq) + L-serine(aq),Besson V.; Rebeille F.; Neuberger M.; Douce R.; Cossins E.A.; Biochem. J.; 292 425 (1993).,93BES/REB_352,310.15,7.4,0.063,,radioactivity,KH2PO4 (0.020 mol dm-3),,2.1.2.1,,, ,,
3758,3758,4060,,D-(-)-phenylglycyl-_-lactamide amidohydrolase,,,ampicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),Blinkovsky A.M.; Markaryan A.N.; Enzyme Microb. Technol.; 15 965 (1993).,93BLI/MAR_1033,298.15,5.5,0.18,,HPLC and alkaline titration,phosphate,,3.5.1.-,,,,,
3759,3759,,,D-(-)-phenylglycyl-_-lactamide amidohydrolase,,,cephalexin(aq) + H2O(l) = 7-aminodeacetoxycephalosporanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),Blinkovsky A.M.; Markaryan A.N.; Enzyme Microb. Technol.; 15 965 (1993).,93BLI/MAR_1034,298.15,5.25,0.12,,HPLC and alkaline titration,phosphate,,3.5.1.-,,,,,
3760,3760,,981,glucose oxidase,kegg:C00031 + kegg:C00007 = kegg:C00198 + kegg:C00027,,"Î²-D-glucose(aq) + O2(aq) = D-glucono-1,5-lactone(aq) + H2O2(aq)",Bohmhammel K.; H|ttl R.; Pritzkat K.; Wolf G.; Thermochim. Acta; 217 1 (1993).,93BOH/HUT_226,298.15,6.86,,,calorimetry,phosphate (0.1 mol dm-3),,1.1.3.4,,, ,,-125
3761,3761,,1828,glucose oxidase,kegg:C00031 + kegg:C00007 = kegg:C00198 + kegg:C00027,,"Î²-D-glucose(aq) + O2(aq) = D-glucono-1,5-lactone(aq) + H2O2(aq)",H|ttl R.; Bohmhammel K.; Pritzkat K.; Wolf G.; Thermochim. Acta; 229 205 (1993).,93HUT/BOH_227,298.15,6.86,,,calorimetry,phosphate,,1.1.3.4,,, ,,-125
3762,3762,,,glucose oxidase and catalase,,,"Î²-D-glucose(aq) + 1/2 O2(aq) = D-glucono-1,5-lactone(aq) + H2O(liq)",H|ttl R.; Bohmhammel K.; Pritzkat K.; Wolf G.; Thermochim. Acta; 229 205 (1993).,93HUT/BOH_229,298.15,6.86,,,calorimetry,phosphate,,1.1.3.4,,,,,-223
3763,3763,,,triacylglycerol lipase,,,n-decanoic acid glycerol diester(sln) + H2O(sln) = n-decanoic acid(sln) + n-decanoic acid glycerol monoester(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_724,308.15,,2,,HPLC,,,3.1.1.3,,,,,
