,du_matched_index,standard_id,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
4656,3283,3397.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,650.0, ,radioactivity, ,"2.7 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.002;pyrophosphate=0 _ MgCl2 (0.002 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4657,3263,3398.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,370.0, ,radioactivity, ,"2.4 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.001;pyrophosphate=0 _ MgCl2 (0.001 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4658,3278,3399.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,180.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4659,3274,3400.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,74.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4660,3333,3401.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,920.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4661,3331,3402.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,510.0, ,radioactivity, ,"1.3 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.05;pyrophosphate=0 _ MgCl2 (0.05 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4662,3280,3403.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,370.0, ,radioactivity, ,"3.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.004;pyrophosphate=0 _ MgCl2 (0.004 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4663,3271,3404.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,500.0, ,radioactivity, ,"3.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.001;pyrophosphate=0 _ MgCl2 (0.001 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4664,3327,3405.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,3000.0, ,radioactivity, ,"3.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.012;(Mg)1(Cl)2=0.001;pyrophosphate=0 _ MgCl2 (0.001 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4665,3255,3406.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,61.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4666,3256,3407.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,61.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4667,3324,3408.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,430.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4668,3270,3409.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,310.0, ,radioactivity, ,"2.7 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.002;pyrophosphate=0 _ MgCl2 (0.002 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4669,3298,3410.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,450.0, ,radioactivity, ,"2.3 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.005;(Mg)1(Cl)2=0.005;pyrophosphate=0 _ MgCl2 (0.005 mol/L), orthophosphate (0.005 mol/L) _ ",3.6.1.1, , , , , 
4670,3282,3411.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,400.0, ,radioactivity, ,"1.92 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.004;pyrophosphate=0 _ MgCl2 (0.004 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4671,3293,3412.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.15,1200.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4672,3279,3413.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.82,180.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4673,3296,3414.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,2600.0, ,radioactivity, ,"2.4 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.004;pyrophosphate=0 _ MgCl2 (0.004 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4674,3294,3415.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,1200.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4675,3288,3416.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,420.0, ,radioactivity, ,"1.4 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.04;pyrophosphate=0 _ MgCl2 (0.04 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4676,3286,3417.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,140.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4677,3329,3418.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,6.2,310.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4678,3334,3419.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.0,1200.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4679,3332,3420.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.0,400.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4680,3325,3421.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,440.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4681,3322,3422.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,180.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4682,3268,3423.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,110.0, ,radioactivity, ,"1.3 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.006;pyrophosphate=0 _ MgCl2 (0.006 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4683,3320,3424.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,74.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4684,3318,3425.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,313.15,7.8,830.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4685,3319,3426.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,313.15,7.8,830.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4686,3315,3427.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,299.15,7.8,420.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4687,3312,3428.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,313.15,7.8,320.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4688,3307,3429.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,230.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.05;pyrophosphate=0 _ MgCl2 (0.05 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4689,3310,3430.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,302.15,7.8,210.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4690,3309,3431.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,299.15,7.8,160.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4691,3308,3432.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,293.15,7.8,130.0, ,radioactivity, ,"1.6 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.025;pyrophosphate=0 _ MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4692,3305,3433.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,302.15,7.8,140.0, ,radioactivity, ,"1.3 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.05;pyrophosphate=0 _ MgCl2 (0.05 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4693,3303,3434.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,293.15,7.8,82.0, ,radioactivity, ,"1.3 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.05;pyrophosphate=0 _ MgCl2 (0.05 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4694,3302,3435.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,160.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4695,3301,3436.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,302.15,7.8,110.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4696,3300,3437.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,299.15,7.8,100.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4697,3299,3438.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,293.15,7.8,81.0, ,radioactivity, ,"1.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.1;orthophosphate=0.012;(Mg)1(Cl)2=0.1;pyrophosphate=0 _ MgCl2 (0.1 mol/L), orthophosphate (0.012 mol/L) _ ",3.6.1.1, , , , , 
4698,3261,3439.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,270.0, ,radioactivity, ,"2.7 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.002;pyrophosphate=0 _ MgCl2 (0.002 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4699,3259,3440.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,970.0, ,radioactivity, ,"2.22 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.006;pyrophosphate=0 _ MgCl2 (0.006 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4700,3258,3441.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,71.0, ,radioactivity, ,"2.1 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.008;pyrophosphate=0 _ MgCl2 (0.008 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4701,3257,3442.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,72.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.001;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.001 mol/L) _ ",3.6.1.1, , , , , 
4702,3269,3443.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,170.0, ,radioactivity, ,"2.4 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.004;pyrophosphate=0 _ MgCl2 (0.004 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4703,3276,3444.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,110.0, ,radioactivity, ,"2.22 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.02;pyrophosphate=0 _ MgCl2 (0.02 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
4704,3265,3445.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,97.0, ,radioactivity, ,"1.1 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.08;pyrophosphate=0 _ MgCl2 (0.08 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4705,3267,3446.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,82.0, ,radioactivity, ,"2.0 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.002;(Mg)1(Cl)2=0.01;pyrophosphate=0 _ MgCl2 (0.01 mol/L), orthophosphate (0.002 mol/L) _ ",3.6.1.1, , , , , 
4706,3281,3447.0,inorganic pyrophosphatase,kegg:C00013 + kegg:C00001 = 2 kegg:C00009,CHB_15377 + CHB_18361 = 2 CHB_26078,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq), ,84DEM, , ,308.15,7.8,372.0, ,radioactivity, ,"2.4 = -log[Mg+2] _ mol/L;Tris-HCl=0.05;orthophosphate=0.004;(Mg)1(Cl)2=0.004;pyrophosphate=0 _ MgCl2 (0.004 mol/L), orthophosphate (0.004 mol/L) _ ",3.6.1.1, , , , , 
